型号,H,B,t1,t2,r,截面面积_cm2,理论重量_kg/m,外表面积_m2/m,Ix_cm4,Iy_cm4,ix_cm,iy_cm,Wx_cm3,Wy_cm3,基准规格△
HK550×300,554,316,16.5,26.3,13,250.4,197,2.32,134000,13900,23.1,7.44,4840,877,
HK550×300,560,318,18.3,29.2,13,279.0,219,2.33,151000,15700,23.3,7.50,5400,986,
HK550×300,571,315,19,34.5,13,314.2,247,2.34,178000,18000,23.8,7.57,6220,1140,
HK550×300,572,306,21,40,27,354.4,278,2.28,198000,19200,23.6,7.35,6920,1250,
HK550×300,577,317,21.1,37.6,13,345.7,271,2.36,197000,20000,23.9,7.61,6820,1260,
HK550×300,585,319,23.1,41.4,13,381.6,300,2.38,221000,22500,24.1,7.67,7550,1410,
HK600×175,599,178,10,12.8,13,104.4,81.9,1.87,56000,1210,23.2,3.40,1870,136,
HK600×175,603,179,10.9,15,13,117.6,92.3,1.88,64700,1440,23.5,3.50,2150,161,
HK600×200,600,220,12,19,24,156.0,122,2.01,92100,3390,24.3,4.66,3070,308,
HK600×200,603,228,10.5,14.9,13,129.6,102,2.07,76400,2950,24.3,4.77,2530,259,
HK600×200,608,228,11.2,17.3,13,144.6,113,2.08,87600,3430,24.6,4.87,2880,300,
HK600×200,612,229,11.9,19.6,13,159.4,125,2.09,98600,3930,24.9,4.97,3220,343,
HK600×200,617,230,13.1,22.2,13,178.6,140,2.11,112000,4510,25.0,5.03,3630,393,
HK600×200,623,229,14,24.9,13,195.7,154,2.11,125000,5000,25.3,5.05,4020,437,
HK600×300,590,300,13,25,27,226.5,178,2.31,141000,11300,25.0,7.05,4790,751,
HK600×300,600,300,15.5,30,27,270.0,212,2.32,171000,13500,25.2,7.08,5700,902,
HK600×300,612.4,304.8,11.8,19.7,16.5,190.0,149,2.39,126000,9310,25.7,7.00,4110,611,
HK600×300,620,305,21,40,27,363.7,285,2.37,237000,19000,25.6,7.22,7660,1240,
HK600×300,620.2,307.1,14.1,23.6,16.5,228.1,179,2.41,153000,11400,25.9,7.07,4930,743,
HK600×300,635.8,311.4,18.4,31.4,16.5,303.3,238,2.45,209000,15800,26.3,7.23,6590,1020,
HK600×325,611,324,12.7,19,13,197.3,155,2.47,129000,10800,25.6,7.39,4220,666,
HK600×325,616,325,14,21.6,13,222.0,174,2.48,147000,12400,25.7,7.46,4780,761,
HK600×325,622,327,15.4,24.4,13,249.3,196,2.50,168000,14200,26.0,7.56,5400,871,
HK600×325,628,328,16.5,27.7,13,277.6,218,2.51,191000,16300,26.2,7.67,6080,995,
HK600×325,635,329,17.9,31,13,308.0,242,2.53,215000,18400,26.4,7.74,6790,1120,
HK600×350,580,322,26,40,13,389.1,305,2.37,216000,22300,23.6,7.58,7450,1390,
HK600×400,580,390,26,40,13,443.5,348,2.65,256000,39600,24.0,9.45,8820,2030,
HK600×450,588,450,20,20,22,293.8,231,2.90,176000,30400,24.5,10.2,5980,1350,
HK600×450,598,450,20,25,22,338.8,266,2.92,215000,38000,25.2,10.6,7200,1690,
HK600×450,608,450,20,30,22,383.8,301,2.94,256000,45600,25.8,10.9,8430,2030,
HK600×450,618,450,20,35,22,428.8,337,2.96,298000,53200,26.4,11.1,9660,2360,
HK600×450,628,450,20,40,22,473.8,372,2.98,342000,60800,26.9,11.3,10900,2700,
HK600×450,638,452,22,45,22,531.5,417,3.00,391000,69300,27.1,11.4,12300,3070,
HK600×450,648,455,25,50,22,596.2,468,3.03,445000,78600,27.3,11.5,13700,3450,
HK600×450,648,470,40,50,22,693.4,544,3.06,479000,86800,26.3,11.2,14800,3700,
HK600×450,658,455,25,55,22,641.7,504,3.05,494000,86400,27.7,11.6,15000,3800,
HK650×250,678,253,11.7,16.3,15,159.9,126,2.32,118000,4410,27.2,5.25,3500,349,
HK650×250,684,254,12.4,18.9,15,178.1,140,2.33,136000,5170,27.6,5.39,3980,407,
HK650×250,688,254,13.1,21.1,15,193.7,152,2.34,151000,5780,27.9,5.46,4380,455,
HK650×250,692.9,255.8,14.5,23.7,15.2,216.8,170,2.35,170000,6630,28.0,5.53,4920,518,
HK650×300,640,300,13.5,26,27,241.6,190,2.41,175000,11700,26.9,6.97,5470,782,
HK650×300,650,300,16,31,27,286.3,225,2.42,211000,14000,27.1,6.99,6480,932,
HK650×300,668,305,21,40,27,373.7,293,2.47,282000,19000,27.5,7.13,8430,1240,
HK650×325,641,327,19,34,13,332.7,261,2.53,236000,19800,26.6,7.72,7360,1210,
HK650×325,647,329,20.6,37.1,13,363.6,285,2.55,261000,22100,26.8,7.79,8060,1340,
HK650×325,653,330,22.1,39.9,13,391.5,307,2.56,284000,24000,26.9,7.82,8690,1450,
HK650×325,661,333,24.4,43.9,13,433.7,340,2.58,318000,27100,27.1,7.90,9630,1630,
HK650×325,669,335,26.4,48,13,474.3,372,2.60,353000,30200,27.3,7.98,10600,1800,
HK700×250,683.5,253.5,12.5,19,18,179.8,141,2.33,137000,5170,27.6,5.36,4010,408,
HK700×250,693,256,14.5,23.6,15,216.4,170,2.36,170000,6620,28.0,5.53,4900,517,
HK700×250,702,254,15.5,27.9,15,243.8,191,2.36,198000,7640,28.5,5.60,5640,602,
HK700×300,670,296,13,17,27,189.6,149,2.45,141000,7370,27.3,6.24,4220,498,
HK700×300,690,300,14.5,27,27,260.5,204,2.50,215000,12200,28.8,6.84,6240,812,
HK700×300,690,313,26,40,18,411.8,323,2.55,317000,20500,27.7,7.06,9170,1310,
HK700×300,696,353.5,15.5,25,18,279.7,220,2.74,237000,18400,29.1,8.12,6800,1040,
HK700×300,700,300,17,32,27,306.4,241,2.52,257000,14400,29.0,6.87,7340,963,
HK700×300,716,304,21,40,27,383.0,301,2.56,329000,18800,29.3,7.01,9200,1240,
HK700×300,728,308,25,46,27,448.6,352,2.59,390000,22500,29.5,7.08,10700,1460,
HK700×300,744,312.5,29.5,54,27,531.4,417,2.63,472000,27600,29.8,7.21,12700,1770,
HK700×350,695,355,15.4,24.8,13,276.9,217,2.76,234000,18500,29.1,8.18,6730,1040,
HK700×350,701,356,16.8,27.4,16,305.8,240,2.76,261000,20600,29.2,8.21,7460,1160,
HK700×350,706,358,18.4,30.2,16,337.2,265,2.78,291000,23100,29.4,8.28,8230,1290,
HK700×350,722,359,21.1,38.1,13.4,411.4,323,2.81,369000,29400,30.0,8.46,10200,1640,
HK700×450,732,460,30,40,22,567.8,446,3.21,515000,65100,30.1,10.7,14100,2830,
HK700×450,772,470,40,60,22,829.0,651,3.31,813000,104000,31.3,11.2,21100,4430,
HK750×250,750,264,11.9,15.5,18.7,170.4,134,2.50,151000,4770,29.8,5.29,4030,361,
HK750×250,753,265,13.2,17,17,187.5,147,2.51,166000,5290,29.8,5.31,4410,399,
HK750×250,754,265.2,12.8,17.5,16.5,187.2,147,2.51,169000,5460,30.0,5.40,4470,411,
HK750×250,758,266,13.8,19.3,17,204.4,160,2.52,186000,6070,30.2,5.45,4910,457,
HK750×250,762,267,14.4,21.6,17,221.3,174,2.53,206000,6870,30.5,5.57,5400,515,
HK750×250,766,267,14.9,23.6,17,235.6,185,2.54,223000,7510,30.8,5.65,5820,563,
HK750×250,770,268,15.6,25.4,17,250.8,197,2.55,240000,8180,31.0,5.71,6240,610,
HK750×350,792,385,20.5,36,18,427.6,336,3.05,464000,34300,32.9,8.96,11700,1780,
HK750×450,762,460,30,55,18,704.4,553,3.27,706000,89400,31.7,11.3,18500,3890,
HK800×300,770,296,14,18,30,217.0,170,2.64,207000,7810,30.9,6.00,5370,528,
HK800×300,790,297,15,28,30,284.1,223,2.69,301000,12300,32.5,6.57,7620,826,
HK800×300,790,300,15,28,30,285.8,224,2.70,303000,12600,32.6,6.65,7680,843,
HK800×300,800,300,17.5,33,30,334.2,262,2.71,359000,14900,32.8,6.68,8980,994,
HK800×300,814,303,21,40,30,404.3,317,2.75,443000,18600,33.1,6.79,10900,1230,
HK800×300,815,306,30,48,18,512.2,402,2.76,529000,23100,32.1,6.71,13000,1510,
HK800×300,826,307,25,46,30,473.7,372,2.78,523000,22300,33.2,6.86,12700,1450,
HK900×300,893,306,30,48,18,535.6,420,2.92,656000,23100,35.0,6.57,14700,1510,
HK900×400,916,418,19,34,25,450.7,354,3.42,659000,41400,38.2,9.59,14400,1980,
HK900×400,922,421,21,37,25,495.0,389,3.44,726000,46100,38.3,9.65,15800,2190,
HK900×400,932,417,20,34.5,22,464.5,365,3.45,694000,41800,38.7,9.48,14900,2000,
HK900×400,934,421,24,43,24,570.5,448,3.46,850000,53600,38.6,9.69,18200,2550,
HK900×400,942,423,26,47,24,623.0,489,3.48,938000,59400,38.8,9.77,19900,2810,
HK900×400,950,425.5,28.5,51,24,680.6,534,3.50,1030000,65700,38.9,9.82,21700,3090,
HK900×400,960,427,31,56,25,746.5,586,3.52,1150000,72900,39.2,9.88,23900,3410,
HK900×400,972,431.5,34.5,62,24,832.6,654,3.56,1290000,83300,39.4,10.0,26600,3860,
HK900×400,984,435,38,68,24,918.8,721,3.59,1450000,93700,39.7,10.1,29400,4310,
HK900×400,996,438,41,74,24,1001,786,3.62,1600000,104000,40.0,10.2,32100,4760,
HK900×400,1028,447,50,90,25,1234,969,3.70,2040000,135000,40.6,10.5,39700,6040,
HK900×400,1066,457.5,60.5,109,23,1515,1190,3.80,2610000,176000,41.5,10.8,48900,7680,
HK900×400,1078,461,64,115,24,1608,1260,3.83,2800000,190000,41.8,10.9,52000,8230,
HK900×450,968,462,42,60,25,915.9,719,3.66,1370000,99200,38.6,10.4,28200,4290,
HK1000×300,1008,310,26,40,22,493.4,387,3.17,763000,20000,39.3,6.37,15100,1290,
HK1000×400,1008,406,26,40,22,570.2,448,3.55,943000,44800,40.7,8.86,18700,2210,
HK1000×450,990,436,38,64,22,889.8,698,3.61,1410000,88800,39.8,9.99,28500,4070,
HK1000×450,1008,465,25,40,22,608.2,477,3.79,1050000,67200,41.5,10.5,20800,2890,
HK1050×300,1040,318,34,56,22,675.8,531,3.25,1100000,30300,40.3,6.70,21100,1910,
HK1050×400,1040,414,34,56,22,783.4,615,3.63,1360000,66600,41.6,9.22,26100,3220,
HK1100×400,1090,398,18,31,22,436.0,342,3.70,866000,32600,44.6,8.65,15900,1640,
HK1100×400,1100,400,20,36,22,497.8,391,3.72,1010000,38500,45.0,8.79,18300,1920,
HK1100×400,1108,406,26,40,22,596.2,468,3.75,1170000,44800,44.4,8.67,21200,2210,
HK1100×450,1109,461,21,40.5,22,593.4,466,3.98,1270000,66200,46.2,10.6,22900,2870,
HK1150×400,1124,410,30,48,22,706.2,554,3.79,1420000,55400,44.9,8.86,25300,2700,
HK1150×400,1140,414,34,56,25,818.6,643,3.83,1690000,66600,45.4,9.02,29600,3220,
HK1150×400,1172,422,42,72,22,1044,819,3.91,2230000,90800,46.2,9.33,38100,4310,
HK1200×400,1210,422,40,48,25,856.1,672,3.99,1850000,60800,46.4,8.42,30500,2880,
